interaction_id,user_id,book_id,action
403,5466,488,view
404,4101,1849,requested
405,585,525,like
406,1803,1985,requested
407,3600,307,search
408,3191,866,like
409,5939,788,like
410,5169,201,click
411,4413,1454,click
412,1654,1811,search
413,5222,1081,search
414,5761,2150,click
415,4526,656,like
416,2800,520,click
417,3742,74,view
418,5363,1889,like
419,3576,1901,search
420,5888,1789,like
421,5632,580,like
422,212,1055,click
423,2770,8,search
424,1281,732,requested
425,4931,1347,click
426,2901,366,search
427,1534,827,click
428,2831,1324,requested
429,3201,1769,search
430,776,1642,click
431,1308,441,view
432,636,268,view
433,4325,1965,requested
434,3178,507,view
435,4244,89,requested
436,5700,1712,view
437,2625,103,search
438,961,1633,requested
439,5275,1344,requested
440,1265,891,search
441,5543,450,like
442,2083,1355,click
443,5857,1430,click
444,3799,1856,requested
445,1419,763,search
446,4750,636,click
447,3927,1156,like
448,5270,1913,like
449,3242,327,click
450,834,1691,click
451,2648,1763,like
452,3468,913,search
453,5180,1436,requested
454,5165,931,click
455,5704,1441,like
456,264,1552,click
457,5088,1772,like
458,4244,2199,search
459,4543,1168,like
460,4165,2016,search
461,3238,2147,requested
462,5682,213,requested
463,678,52,click
464,2994,1845,view
465,846,1909,like
466,579,628,view
467,58,929,requested
468,3184,1722,requested
469,3509,788,like
470,288,796,requested
471,4514,467,like
472,421,1160,view
473,2852,1290,requested
474,5573,1613,search
475,259,1204,search
476,3934,1572,like
477,5144,884,view
478,905,1476,like
479,817,1366,like
480,2705,1840,view
481,3577,1494,like
482,1519,1625,view
483,451,2189,like
484,4883,679,like
485,4946,2191,like
486,3677,1458,like
487,4969,243,search
488,4071,346,like
489,5242,629,view
490,1243,1723,view
491,3326,575,like
492,698,45,like
493,1973,740,requested
494,3061,252,click
495,5098,1660,search
496,3877,23,requested
497,1728,277,view
498,2520,2218,click
499,5955,2234,like
500,5777,1301,click
501,1154,390,like
502,1106,745,search
503,5361,2049,requested
504,5100,25,requested
505,5461,1865,requested
506,4363,1154,like
507,869,2145,click
508,5730,742,view
509,3148,2143,search
510,5279,997,click
511,4395,1578,like
512,117,378,requested
513,1684,2178,requested
514,1194,661,search
515,3865,1732,view
516,1969,1826,search
517,186,404,search
518,589,683,requested
519,3820,2210,requested
520,2023,464,click
521,4127,869,click
522,512,1847,view
523,1215,490,click
524,5386,298,like
525,2255,786,requested
526,5798,861,requested
527,2857,1181,view
528,5540,2117,requested
529,5096,1788,search
530,5266,875,like
531,2514,215,click
532,152,1154,click
533,558,1996,requested
534,4060,565,view
535,4839,1509,requested
536,1043,1241,like
537,4706,833,like
538,1793,632,search
539,4823,1838,search
540,5864,1236,requested
541,2488,824,click
542,3523,2118,view
543,3718,349,like
544,4564,713,like
545,3444,2246,click
546,4679,1840,click
547,4791,1353,like
548,3289,1031,requested
549,4338,498,click
550,3967,1887,search
551,5833,2025,search
552,5089,1354,view
553,4939,315,requested
554,1700,1957,search
555,1472,1577,view
556,1314,329,search
557,2612,1519,view
558,456,1446,search
559,3734,1243,requested
560,2800,2248,click
561,3660,45,like
562,4404,1982,requested
563,4757,980,requested
564,4994,792,search
565,1430,515,search
566,1938,1700,like
567,3390,99,like
568,3383,302,view
569,5774,250,click
570,1589,973,view
571,5150,575,click
572,4120,1396,view
573,2425,651,view
574,3768,1679,search
575,4397,689,click
576,1912,1530,click
577,3483,863,view
578,4726,198,view
579,4570,894,like
580,1489,1797,like
581,3631,137,like
582,4553,1054,search
583,76,247,click
584,5399,2041,like
585,567,305,view
586,4764,905,search
587,4520,1316,like
588,3858,1894,like
589,4049,824,click
590,5741,1064,search
591,2247,116,click
592,4774,1713,requested
593,3152,621,like
594,5912,1160,like
595,1633,1689,click
596,5443,754,click
597,1458,1560,view
598,5827,1246,view
599,3723,1600,click
600,4653,272,search
601,221,1716,view
602,1326,1279,like
603,2865,645,like
604,2320,1108,like
605,525,2203,click
606,4686,2033,requested
607,3639,347,view
608,169,1754,requested
609,4174,232,view
610,5184,47,click
611,4028,2135,search
612,1874,1396,view
613,2525,40,click
614,2384,2215,view
615,3752,1118,requested
616,2961,1283,click
617,1007,1426,requested
618,4083,1507,click
619,4292,1,requested
620,4423,1329,requested
621,1060,736,click
622,4720,1411,view
623,3448,230,search
624,3122,81,requested
625,1819,1565,view
626,3547,702,requested
627,5586,485,click
628,83,1221,search
629,1579,1641,like
630,1483,957,search
631,5036,2078,requested
632,3363,709,view
633,2417,880,view
634,5240,1351,view
635,4536,1793,requested
636,903,2111,like
637,1591,1920,view
638,880,2085,requested
639,5587,1752,like
640,764,1618,requested
641,1481,1945,like
642,5909,1458,requested
643,200,2146,like
644,3044,1844,search
645,3001,638,like
646,4624,233,view
647,3340,2084,view
648,1334,1126,requested
649,223,214,view
650,3407,896,search
651,91,1214,requested
652,1720,410,search
653,507,786,view
654,5757,628,click
655,4425,1752,search
656,2680,703,search
657,2878,493,requested
658,2052,1692,search
659,901,205,search
660,3113,120,view
661,5761,2097,search
662,3926,311,like
663,271,689,like
664,1423,546,like
665,2699,738,search
666,4771,1951,view
667,5060,7,search
668,148,469,requested
669,1757,239,click
670,2415,2071,requested
671,5143,1349,search
672,4248,550,view
673,1316,2214,search
674,2977,2058,like
675,3400,369,requested
676,3624,1882,like
677,1417,294,click
678,381,10,view
679,656,1239,click
680,3055,1619,view
681,2172,1939,search
682,3408,1451,like
683,3353,584,view
684,5121,2075,view
685,5220,1713,like
686,5919,2170,like
687,839,256,click
688,2675,1210,like
689,4409,1109,click
690,134,1966,requested
691,5029,1484,search
692,2704,2020,search
693,3533,1903,view
694,4083,1406,view
695,294,455,like
696,5612,1766,view
697,4634,526,requested
698,1942,2176,click
699,3301,1678,view
700,2673,698,like
701,3575,1171,search
702,410,772,like
703,1267,1348,view
704,2815,591,requested
705,4119,1753,click
706,5385,1360,click
707,1843,2160,search
708,4393,2122,requested
709,3100,1293,view
710,5737,614,search
711,4641,1830,search
712,314,1928,like
713,4507,1900,view
714,4506,1545,click
715,1288,1039,click
716,5700,1403,view
717,3928,2078,view
718,3413,372,requested
719,5006,898,view
720,2699,53,click
721,2655,1728,click
722,2016,1275,like
723,878,1264,view
724,265,727,click
725,416,1950,search
726,632,400,requested
727,2169,1583,search
728,1070,545,click
729,5514,1619,search
730,5024,266,click
731,4520,540,search
732,4607,1212,like
733,2700,244,view
734,5563,151,click
735,2566,315,search
736,1744,1924,view
737,62,1337,view
738,4875,1317,click
739,3749,2129,like
740,275,1056,search
741,2680,2233,click
742,3734,649,view
743,3569,1667,search
744,3891,2086,search
745,4998,971,search
746,1628,1387,click
747,4916,543,like
748,3450,644,requested
749,5523,1868,click
750,1003,855,like
751,878,861,view
752,5807,5,requested
753,1674,2033,search
754,5970,306,click
755,4919,1054,requested
756,3281,1098,search
757,2631,849,requested
758,5521,1785,requested
759,1447,537,view
760,2486,692,requested
761,1022,2087,search
762,162,684,search
763,4323,1446,search
764,1793,327,like
765,5031,1383,click
766,2397,1904,like
767,3781,596,like
768,5803,2127,click
769,3647,2125,view
770,4307,1016,requested
771,1150,1651,click
772,5118,482,view
773,2804,1358,search
774,4339,363,like
775,2175,1685,view
776,2605,549,click
777,1856,2043,click
778,866,34,view
779,4262,1175,click
780,144,1579,search
781,5910,1445,like
782,1999,1459,view
783,604,1515,view
784,774,595,search
785,4173,191,view
786,878,1197,search
787,224,1474,requested
788,1327,648,requested
789,5015,1553,view
790,859,1028,click
791,693,1739,search
792,4122,1629,view
793,2239,561,view
794,5451,2121,like
795,942,1692,click
796,372,1302,view
797,1732,1658,view
798,3854,1545,like
799,772,1734,click
800,5851,676,click
801,4900,615,like
802,5628,368,like
803,4759,736,like
804,5179,1909,like
805,1506,1321,like
806,3151,1948,like
807,5514,475,click
808,1153,325,view
809,2757,946,requested
810,1381,691,search
811,4883,126,search
812,2360,1363,search
813,5316,352,click
814,340,846,view
815,4941,1150,requested
816,5580,1349,requested
817,5131,1798,search
818,29,1,requested
819,4609,1277,click
820,384,2141,view
821,3255,406,search
822,5961,685,click
823,587,1398,requested
824,79,1203,like
825,3888,1013,like
826,2097,233,like
827,1084,1085,search
828,5306,679,search
829,2434,332,click
830,3918,438,click
831,5513,789,view
832,5604,1926,click
833,296,2154,click
834,451,490,requested
835,750,2101,requested
836,3142,1367,like
837,3509,2140,click
838,2293,1820,view
839,5701,1314,view
840,3159,1967,search
841,5951,1945,view
842,185,1588,view
843,2801,705,search
844,2978,2117,click
845,5086,328,search
846,3090,1201,like
847,2347,1692,requested
848,1603,719,like
849,2802,484,view
850,1032,1016,like
851,155,544,search
852,3329,835,view
853,1711,1186,search
854,4970,1515,requested
855,193,91,click
856,5320,2212,search
857,4609,2232,click
858,2098,2249,view
859,4808,2122,view
860,5684,480,like
861,662,1344,search
862,2627,1859,search
863,4108,1828,search
864,4385,894,requested
865,5752,1281,click
866,3004,1353,search
867,4417,380,click
868,2795,262,requested
869,5710,1153,search
870,1297,1857,requested
871,3256,946,search
872,2655,1409,requested
873,1263,809,view
874,5992,883,requested
875,3351,1534,like
876,5308,1567,click
877,3789,279,view
878,1073,1506,requested
879,444,1075,search
880,2730,1078,like
881,4463,898,requested
882,4481,1999,view
883,5074,90,requested
884,4855,1533,requested
885,1896,1186,like
886,5156,847,requested
887,2635,1530,view
888,4766,2058,view
889,1487,1956,click
890,5632,339,search
891,4036,1602,click
892,752,1167,search
893,2902,782,like
894,4048,573,search
895,4383,443,click
896,3588,662,like
897,380,515,view
898,5581,2172,click
899,5142,284,click
900,1631,119,view
901,2241,784,like
902,5435,1311,like
903,5045,330,view
904,3320,1094,like
905,3119,1489,like
906,686,466,like
907,754,1001,requested
908,327,836,view
909,2905,1075,like
910,4713,932,click
911,563,426,requested
912,1608,1069,view
913,5819,1794,requested
914,1621,1822,click
915,1429,1977,requested
916,5615,1575,view
917,4574,1836,requested
918,4006,680,requested
919,4084,134,click
920,4167,451,click
921,2487,1046,requested
922,4305,855,like
923,182,1877,view
924,5839,2104,requested
925,3460,596,click
926,1226,1474,requested
927,991,1776,search
928,475,147,search
929,1175,1001,click
930,1589,2102,click
931,3594,545,like
932,2270,933,view
933,433,1144,click
934,5151,652,view
935,5887,1171,requested
936,157,2211,requested
937,1402,1322,requested
938,451,783,like
939,3058,1415,requested
940,502,876,requested
941,1763,138,like
942,2576,492,search
943,4526,1742,view
944,3045,1114,search
945,4564,486,search
946,5979,342,view
947,5997,291,search
948,5033,2133,search
949,3817,686,search
950,3570,2058,requested
951,1477,561,search
952,3334,377,view
953,4477,768,view
954,3466,504,click
955,4255,162,requested
956,1011,974,click
957,4551,1838,view
958,2440,744,like
959,3960,530,view
960,5916,725,search
961,3278,228,click
962,5472,683,search
963,3702,747,click
964,2222,539,like
965,3476,1981,like
966,568,860,like
967,1788,1285,requested
968,5337,2224,requested
969,385,505,search
970,4380,2062,search
971,4493,971,view
972,2754,1219,requested
973,458,1798,click
974,4293,968,click
975,1167,599,like
976,1804,1099,requested
977,164,970,requested
978,4977,1429,like
979,3843,847,requested
980,5527,576,view
981,785,120,click
982,3525,354,like
983,1470,2196,click
984,2632,714,like
985,2022,1165,view
986,2627,1892,click
987,5170,36,requested
988,2121,2093,click
989,4313,350,requested
990,5668,1648,view
991,3677,1284,click
992,4884,1456,view
993,3870,2060,like
994,1429,419,search
995,4801,129,click
996,1493,2040,search
997,3300,654,view
998,3152,24,like
999,5660,1999,like
1000,4938,1250,click
1001,2466,1916,click
1002,5681,21,click
1003,3578,1802,like
1004,1900,1105,click
1005,2308,1434,search
1006,2528,1475,like
1007,5331,86,view
1008,3503,1062,view
1009,4883,679,search
1010,748,1605,click
1011,2874,1597,like
1012,3286,816,view
1013,5315,1331,requested
1014,3483,1697,requested
1015,3118,2009,requested
1016,1724,1455,requested
1017,3234,393,search
1018,3526,1641,view
1019,1042,160,like
1020,2621,995,search
1021,1889,1480,search
1022,4130,1168,search
1023,5923,1792,requested
1024,3362,654,click
1025,699,1389,search
1026,2590,1906,search
1027,5188,808,search
1028,529,719,like
1029,2163,1478,search
1030,1687,2036,like
1031,1065,489,view
1032,4118,1833,click
1033,1722,179,requested
1034,3453,1260,view
1035,3686,2243,search
1036,2553,1590,view
1037,2948,617,search
1038,3061,261,requested
1039,3422,1069,search
1040,100,206,like
1041,4600,777,view
1042,5097,433,search
1043,4027,883,search
1044,1566,1704,view
1045,5145,365,click
1046,1732,2194,requested
1047,1660,476,click
1048,2990,2094,search
1049,4912,1085,view
1050,4909,111,search
1051,5098,14,like
1052,5529,304,requested
1053,597,510,like
1054,709,876,search
1055,3538,103,click
1056,4659,1872,view
1057,1080,640,view
1058,4291,1800,search
1059,198,1139,like
1060,3968,404,requested
1061,145,1792,search
1062,4885,1713,view
1063,2445,1860,click
1064,5942,822,search
1065,3887,1367,search
1066,5779,1254,view
1067,4461,760,like
1068,3031,1785,click
1069,2161,878,view
1070,4635,138,like
1071,2314,1859,requested
1072,2590,1512,view
1073,650,1234,click
1074,533,586,like
1075,3616,857,requested
1076,1625,815,requested
1077,5836,2245,view
1078,3842,667,search
1079,4805,1615,view
1080,1964,515,search
1081,4763,778,search
1082,5,1542,like
1083,2132,156,requested
1084,1020,325,view
1085,4828,1050,click
1086,4654,2185,click
1087,1519,1398,click
1088,2828,998,like
1089,4147,574,requested
1090,4970,1156,view
1091,4102,521,view
1092,2160,433,click
1093,1179,873,click
1094,5888,2048,view
1095,3264,275,search
1096,5559,7,requested
1097,2810,1567,search
1098,5588,1251,view
1099,1948,449,click
1100,5779,1107,view
1101,460,1041,click
1102,771,1651,requested
1103,2348,125,click
1104,409,377,click
1105,4306,919,search
1106,1472,1162,view
1107,1134,1825,requested
1108,5067,569,like
1109,5501,2245,view
1110,4263,472,search
1111,108,417,requested
1112,2135,143,requested
1113,5166,808,search
1114,3619,1234,view
1115,298,1203,like
1116,2047,368,search
1117,4653,839,like
1118,5619,780,search
1119,1679,1772,like
1120,763,1853,view
1121,2205,1058,like
1122,5752,1722,click
1123,437,1879,search
1124,1348,1661,view
1125,3424,1811,view
1126,1687,1578,click
1127,2129,1401,click
1128,5264,486,like
1129,4750,1557,like
1130,3427,1998,requested
1131,2651,689,search
1132,4885,560,search
1133,1486,612,search
1134,3903,2094,requested
1135,2850,2152,requested
1136,4853,495,click
1137,2889,2020,requested
1138,117,804,requested
1139,2230,1271,like
1140,3839,1120,requested
1141,3043,1626,click
1142,2863,374,requested
1143,2999,573,requested
1144,4086,1033,click
1145,1996,276,view
1146,1331,351,like
1147,2696,1465,like
1148,4034,1192,search
1149,197,600,view
1150,766,384,search
1151,3282,521,requested
1152,4883,1349,click
1153,320,2140,search
1154,4121,2188,view
1155,209,67,search
1156,1688,872,click
1157,3788,1152,click
1158,647,938,click
1159,1173,1386,search
1160,860,314,view
1161,4833,1728,like
1162,4405,8,requested
1163,3292,2151,click
1164,1337,97,search
1165,5785,1262,view
1166,3247,1921,view
1167,5636,1978,requested
1168,5100,1646,click
1169,4509,758,view
1170,5152,1148,requested
1171,1710,2013,click
1172,2179,730,like
1173,5369,1277,view
1174,2058,954,like
1175,5354,1484,view
1176,1071,1636,like
1177,2455,736,requested
1178,45,638,like
1179,1465,1551,requested
1180,3527,1573,requested
1181,3301,1811,click
1182,3178,1078,requested
1183,530,749,click
1184,5184,1330,view
1185,5136,849,search
1186,1711,1787,view
1187,4358,1089,click
1188,2691,1290,click
1189,5849,1860,requested
1190,3758,1664,click
1191,2352,2040,click
1192,132,1146,like
1193,4335,954,like
1194,1151,284,view
1195,3416,544,requested
1196,2741,1172,like
1197,1717,856,view
1198,2085,169,like
1199,2294,224,view
1200,4110,1387,search
1201,1437,370,click
1202,4779,1947,like
1203,3589,1166,view
1204,1234,726,requested
1205,589,1185,requested
1206,5604,1025,search
1207,5300,493,view
1208,3919,702,view
1209,1245,1389,search
1210,1872,1518,like
1211,4022,1567,click
1212,4592,417,like
1213,1341,1935,requested
1214,5462,999,search
1215,2149,1773,click
1216,258,1354,search
1217,363,704,view
1218,2386,324,search
1219,2510,2113,view
1220,5867,1399,search
1221,158,1143,click
1222,4792,1650,search
1223,3653,857,click
1224,3447,150,requested
1225,5724,750,search
1226,2978,366,like
1227,1704,1841,search
1228,2967,1022,like
1229,3954,1812,like
1230,5645,974,search
1231,4591,402,search
1232,4245,989,view
1233,1329,132,search
1234,4827,47,search
1235,1242,386,requested
1236,238,1114,click
1237,4645,747,search
1238,2946,1182,like
1239,2387,423,requested
1240,686,607,search
1241,486,1141,view
1242,5063,1560,view
1243,241,1830,view
1244,5903,1411,search
1245,5782,728,click
1246,2183,1806,search
1247,3915,1883,like
1248,610,257,requested
1249,1551,1930,search
1250,4826,1230,requested
1251,2068,42,view
1252,2527,1992,click
1253,2923,1572,requested
1254,3630,1747,requested
1255,2378,518,search
1256,3423,1255,like
1257,3647,221,search
1258,3042,1071,view
1259,3017,1834,search
1260,2966,1451,requested
1261,1608,155,requested
1262,549,1511,click
1263,4483,2034,requested
1264,2057,2187,requested
1265,1464,1782,click
1266,2737,341,view
1267,5222,1641,view
1268,264,913,view
1269,5975,1485,requested
1270,50,1820,requested
1271,1822,1460,requested
1272,5457,911,like
1273,4474,2059,click
1274,3104,305,requested
1275,5608,2187,view
1276,4468,1922,requested
1277,5524,677,view
1278,4375,2201,requested
1279,4091,239,view
1280,3461,2122,click
1281,2159,1256,like
1282,3729,305,search
1283,4100,1939,like
1284,95,1318,search
1285,354,743,requested
1286,3388,392,requested
1287,5834,919,view
1288,3377,258,like
1289,390,1394,like
1290,5842,1749,view
1291,4861,639,search
1292,4180,641,search
1293,5069,424,click
1294,1153,911,view
1295,1645,37,search
1296,1959,1107,click
1297,3883,1361,view
1298,2986,1175,like
1299,4519,2224,requested
1300,3296,2121,requested
1301,1027,1759,view
1302,3087,1758,like
1303,2811,61,search
1304,2051,2146,like
1305,1199,170,view
1306,1787,614,requested
1307,1830,814,requested
1308,3945,1028,requested
1309,3670,1041,like
1310,5091,633,search
1311,4999,775,search
1312,834,2196,click
1313,1066,1938,click
1314,256,1393,view
1315,1922,1999,like
1316,739,1204,like
1317,2767,1441,view
1318,2493,65,search
1319,3420,996,requested
1320,3762,1365,search
1321,2930,784,click
1322,2359,1819,view
1323,2782,1110,requested
1324,5510,1960,view
1325,3639,1599,like
1326,4430,191,click
1327,3184,2190,like
1328,3524,1392,like
1329,4808,101,requested
1330,104,752,view
1331,2994,2187,requested
1332,4507,542,search
1333,5339,393,like
1334,2138,194,requested
1335,4830,1684,view
1336,2853,393,like
1337,1303,372,view
1338,4167,1520,requested
1339,5227,637,requested
1340,4981,1247,like
1341,1437,966,click
1342,3378,1103,view
1343,4501,184,like
1344,2885,672,search
1345,3483,1806,requested
1346,3376,1113,requested
1347,3498,837,view
1348,3057,1175,click
1349,3212,1365,view
1350,4849,512,requested
1351,2257,1960,requested
1352,1267,1854,search
1353,1413,1260,click
1354,4250,902,view
1355,2906,47,requested
1356,273,272,click
1357,4234,618,view
1358,3800,781,like
1359,1441,1966,search
1360,3810,1780,requested
1361,5829,1173,requested
1362,4742,1050,click
1363,989,48,requested
1364,3926,1710,like
1365,4490,1755,view
1366,1356,1545,view
1367,4229,1811,click
1368,4673,2004,like
1369,4971,115,requested
1370,4567,148,like
1371,507,1151,requested
1372,3399,132,search
1373,5601,1309,like
1374,293,1060,like
1375,5275,744,search
1376,4338,1794,search
1377,3077,1734,requested
1378,3007,235,requested
1379,4487,1762,view
1380,5607,830,like
1381,2670,1218,view
1382,5228,770,requested
1383,4889,2036,click
1384,2841,914,click
1385,4062,1416,search
1386,4885,1675,requested
1387,659,843,click
1388,4478,684,like
1389,2846,525,like
1390,4672,784,like
1391,4650,1383,click
1392,610,1601,view
1393,5496,636,like
1394,2759,1268,search
1395,1651,781,search
1396,494,843,requested
1397,2218,1617,search
1398,2801,2081,like
1399,910,1015,click
1400,2137,1485,requested
1401,1505,1021,search
1402,235,1980,requested
1403,3929,1390,view
1404,507,1646,requested
1405,3160,1833,search
1406,3264,193,like
1407,5534,187,click
1408,3481,1695,click
1409,1631,1881,view
1410,2547,2026,click
1411,4753,2010,view
